wd_id,wp_id,slug,name,occupation,prob_ratio,gender,twitter,alive,l,hpi_raw,bplace_name,bplace_lat,bplace_lon,bplace_geonameid,bplace_country,bplace_continent,date,birthyear,dplace_name,dplace_lat,dplace_lon,dplace_geonameid,dplace_country,dplace_continent,deathdate,deathyear,bplace_geacron_name,dplace_geacron_name,region,is_group,l_,age,non_en_page_views,coefficient_of_variation,value,occupation_rank,occupation_rank_unique,birthyear_rank,birthyear_rank_unique,bplace_country_rank,bplace_country_rank_unique,bplace_name_rank,bplace_name_rank_unique,deathyear_rank,deathyear_rank_unique,dplace_country_rank,dplace_country_rank_unique,dplace_name_rank,dplace_name_rank_unique,id
q1276,19965375,Leonard_Cohen,Leonard Cohen,MUSICIAN,0,M,,FALSE,104,28.093704584515,"Westmount, Quebec",45.48333333,-73.6,7954681,Canada,,1934-09-21,1934,Los Angeles,34.05,-118.25,18110,United States,,2016-11-07,2016,,,,FALSE,7.24870218698341,85,624873,5.51086323690442,74.8452785661235,134,134,5,5,1,1,1,1,10,10,79,79,10,10,19965375
q710695,248612,Bobbejaan_Schoepen,Bobbejaan Schoepen,MUSICIAN,3.94399911356329,M,,FALSE,19,20.9157115689297,"Boom, Belgium",51.08333333,4.36666667,514508,Belgium,,,1925,Turnhout,51.3166666667,4.93333333333,9420,Belgium,,2010-05-17,2010,,,,FALSE,4.19902408201956,94,15994,2.22583921517384,50.9592065041383,1027,1027,166,166,323,323,1,1,126,126,243,243,1,1,248612
q706082,655081,Theodor_Kullak,Theodor Kullak,MUSICIAN,2.21220946291309,M,,FALSE,16,20.1357782602655,Krotoszyn,51.68333333,17.43333333,74615,Poland,,1818-09-12,1818,Berlin,52,31,3354,Germany,,1882-03-01,1882,,Germany,,FALSE,5.95472964841128,201,2442,1.82918276360857,48.363837133641,844,844,62,62,608,608,1,1,52,52,191,191,303,303,655081
q28561969,53039739,XXXTentacion,XXXTentacion,MUSICIAN,1.89178084302476,M,xxxtentacion,FALSE,46,19.7919937753851,"Plantation, Florida",26.12444444,-80.24944444,109063,United States,,1998-01-23,1998,"Deerfield Beach, Florida",26.31805556,-80.09972222,109026,United States,,2018-06-18,2018,,,,FALSE,6.40885631484896,21,3048664,3.78870175213304,47.2198319832018,951,951,3,3,4556,4556,1,1,221,221,3275,3275,1,1,53039739
q68543,248213,Clarence_Clemons,Clarence Clemons,MUSICIAN,3.97848928906851,M,,FALSE,27,20.9140236866286,"Norfolk County, Virginia",36.7706,-76.4644,1426257,United States,,1942-01-11,1942,"Palm Beach, Florida",26.7,-80.0333333333,53846,United States,,2011-06-18,2011,,,,FALSE,3.12485117036724,77,40129,3.72352638719641,50.9535897700196,750,750,210,210,3189,3189,1,1,139,139,2412,2412,5,5,248213
q313668,22003,Neil_Peart,Neil Peart,MUSICIAN,11.3997540981545,M,Praetorianx1,TRUE,27,19.5523586845401,"Hamilton, Ontario",43.25666667,-79.86916667,14288,Canada,,1952-09-12,1952,"Santa Monica, California",34.02194444,-118.48138889,28208,United States,,2020-01-07,2020,Canada,,,TRUE,2.69444114264482,67,56964,3.97456790999377,46.4224028082115,1023,1023,244,244,257,257,7,7,12,12,99,99,44,44,22003
q445829,353831,Manu_Dibango,Manu Dibango,MUSICIAN,3.1355340423048,M,,TRUE,23,21.5104044701341,Douala,4.05000019,9.69999981,19997263,Cameroon,,1933-12-12,1933,Paris,48.8567,2.3508,22989,France,,3030-03-24,2020,,,,FALSE,3.59057948893622,86,34742,2.68062013589681,52.9381548622765,522,522,135,135,6,6,2,2,9,9,99,99,99,99,353831
q453147,3988826,Håkan_Hardenberger,Håkan Hardenberger,MUSICIAN,2.26434382764159,M,,TRUE,15,14.8891350586135,Malmö,55.60583333,13.03583333,19021,Sweden,,1961-10-27,1961,,,,,,,,,Sweden,,,FALSE,3.42152755226336,58,1760,1.89496266655484,30.9046814440104,14030,14030,486,486,798,798,20,20,,,,,,,3988826
q526545,732898,Dan_Swanö,Dan Swanö,MUSICIAN,2.33844621796545,M,,TRUE,15,15.7333705503874,,,,,,,,,,,,,,,,,,,,TRUE,4.80160707045019,46,12072,2.07727339656263,33.7140279772283,1961,1961,,,,,,,,,,,,,732898
q238290,846771,Mitsuko_Uchida,Mitsuko Uchida,MUSICIAN,6.55242387594546,F,,TRUE,19,21.3285736857901,,,,,,,1948-12-20,1948,,,,,,,,,,,,FALSE,5.41719987582882,71,45429,1.84640755057848,52.3330799884926,561,561,142,142,,,,,,,,,,,846771
q713202,267187,Peter_Erskine,Peter Erskine,MUSICIAN,15.2309563355724,,,TRUE,17,15.9815210768843,,,,,,,,,,,,,,,,,,,,FALSE,1.6478607418843,65,11507,3.22443001738385,34.5397938069325,1912,1912,,,,,,,,,,,,,267187
q17306112,43153797,Tyler_Joseph,Tyler Joseph,MUSICIAN,2.62262114335902,M,tylerrjoseph,TRUE,29,18.0105591286839,,,,,,,,,,,,,,,,,,,,FALSE,5.15153590321282,31,319805,2.80159026629842,41.2917854871365,1466,1466,,,,,,,,,,,,,43153797
q3414998,34137442,R3hab,R3hab,MUSICIAN,4.19452594063508,,R3HAB,TRUE,19,16.684679875511,,,,,,,,,,,,,,,,,,,,FALSE,6.4231184961691,33,59897,1.77107080022332,36.8796820874792,1778,1778,,,,,,,,,,,,,34137442
q739636,760680,David_Lovering,David Lovering,MUSICIAN,7.51987029751047,M,,TRUE,16,15.6492107714463,,,,,,,1961-12-06,1961,,,,,,,,,,,,FALSE,2.96254253860026,58,6393,2.74563347404032,33.43397106715,1973,1973,458,458,,,,,,,,,,,760680
q167635,29202630,"Tyler,_the_Creator","Tyler, the Creator",MUSICIAN,1.05266954453096,M,tylerthecreator,TRUE,27,19.7446048466596,"Ladera Heights, California",33.98888889,-118.37416667,107647,United States,,1991-03-06,1991,,,,,,,,,,,,FALSE,11.3900158072777,28,304656,1.27527166582582,47.0621367383025,966,966,14,14,4626,4626,1,1,,,,,,,29202630
q313854,1211193,Eric_Singer,Eric Singer,MUSICIAN,1.28580531889077,M,,TRUE,26,21.7284718287412,Cleveland,41.48222222,-81.66972222,5951,United States,,1958-05-12,1958,,,,,,,,,United States,,,FALSE,6.1363925908337,61,149078,2.50625333092948,53.663813501223,475,475,48,48,2393,2393,17,17,,,,,,,1211193
q741642,1789077,Mic_Michaeli,Mic Michaeli,MUSICIAN,6.38514559007965,M,,TRUE,16,19.0072451554509,,,,,,,1962-11-11,1962,,,,,,,,,,,,TRUE,7.67424910104826,57,15687,1.37122681200185,44.6084387921534,1190,1190,184,184,,,,,,,,,,,1789077
q115764,223069,Emmanuel_Pahud,Emmanuel Pahud,MUSICIAN,26.2701538813049,M,,TRUE,16,17.532875545649,,,,,,,1970-01-27,1970,,,,,,,,,,,,FALSE,6.40491874603646,49,16306,1.43057682434415,39.7022068315952,1585,1585,240,240,,,,,,,,,,,223069
q703216,306152,Coco_Lee,Coco Lee,MUSICIAN,1.11521819624595,F,cocolee117,TRUE,20,16.998491513641,,,,,,,,,,,,,,,,,,,,FALSE,2.75910702149443,44,133483,2.86977152777998,37.9239471607371,1719,1719,,,,,,,,,,,,,306152
q16366466,52480422,Diana_Hajiyeva,Diana Hajiyeva,MUSICIAN,1.27353735923819,F,,TRUE,27,15.4394512360573,,,,,,,1989-06-13,1989,,,,,,,,,,,,FALSE,9.59768023060661,30,6355,1.88835830637451,32.7359582149348,1998,1998,279,279,,,,,,,,,,,52480422
q740561,1386234,Ketil_Bjørnstad,Ketil Bjørnstad,MUSICIAN,66.1408212978671,M,,TRUE,19,19.6626168983901,,,,,,,1952-04-25,1952,,,,,,,,,,,,FALSE,5.61682868413146,67,14525,1.95319533340786,46.789306988214,992,992,231,231,,,,,,,,,,,1386234
q206693,26611852,Alex_Chilton,Alex Chilton,MUSICIAN,4.93418372216551,M,,FALSE,18,16.531987809309,"Memphis, Tennessee",35.1175,-89.97111111,48607,United States,,1950-12-28,1950,New Orleans,29.95,-90.08,53842,United States,,2010-03-17,2010,United States,,,FALSE,1.74787463698287,69,10124,3.55190177003156,36.3715715768288,1808,1808,435,435,8786,8786,34,34,313,313,4983,4983,17,17,26611852
q1203,15852,John_Lennon,John Lennon,MUSICIAN,0,M,johnlennon,FALSE,128,30.2170990814356,Liverpool,53.4,-2.98333333,18081,United Kingdom,,1940-10-09,1940,New York City,40.661,-73.944,645042,United States,,1980-12-08,1980,United Kingdom,United States,,TRUE,8.95278199206055,79,2703519,5.51706093055587,81.9112584102586,4,4,3,3,23,23,1,1,3,3,22,22,1,1,15852
q339423,312357,Fenriz,Fenriz,MUSICIAN,7.02047706859388,M,,TRUE,18,17.2250371253663,Norway,61,8,21241,Norway,,1971-11-28,1971,,,,,,,,,Norway,,,TRUE,4.41178360984639,48,40499,2.52383182208949,38.6778187227806,1675,1675,281,281,315,315,37,37,,,,,,,312357
q379341,1096328,"Donald_""Duck""_Dunn","Donald ""Duck"" Dunn",MUSICIAN,4.77639159546504,M,,FALSE,19,20.5712666115926,"Memphis, Tennessee",35.1175,-89.97111111,48607,United States,,1941-11-24,1941,Tokyo,35.683889,139.774444,30057,Japan,,2012-05-13,2012,United States,,,FALSE,3.47568875178141,78,31149,2.85318296182135,49.8130035119544,737,737,219,219,3571,3571,12,12,149,149,444,444,120,120,1096328
q18676754,44849341,Maimuna,Maimuna,MUSICIAN,6.16646917301384,F,,TRUE,20,14.2459569515983,Saint Petersburg,59.95,30.3,24320051,Russia,,1980-05-28,1980,,,,,,,,,,,,FALSE,5.81217358433105,39,2916,2.14059969626053,28.76438978038,2118,2118,569,569,1812,1812,220,220,,,,,,,44849341
q655450,9422118,Pat_O'Brien_(guitarist),Pat O'Brien,MUSICIAN,33.3848070474647,M,,TRUE,19,15.5533994612071,"Hebron,_Kentucky",39.06583333,-84.70111111,3430318,United States,,1968-12-15,1968,,,,,,,,,,,,TRUE,2.65675779617259,51,15723,3.20202706500208,33.1151415759878,1983,1983,431,431,9709,9709,1,1,,,,,,,9422118
q26933,154228,Pete_Townshend,Pete Townshend,MUSICIAN,0,M,,TRUE,44,23.1447284325971,Chiswick,51.4925,-0.2633,93931,United Kingdom,,1945-05-19,1945,,,,,,,,,United Kingdom,,,TRUE,3.73870966992834,74,178730,4.52442352819474,58.3766639072505,256,256,60,60,906,906,4,4,,,,,,,154228
q555933,4639768,Colin_Burgess_(musician),Colin Burgess,MUSICIAN,23.3031195132187,M,,TRUE,16,20.8012316728074,,,,,,,1946-11-16,1946,,,,,,,,,,,,TRUE,6.53916572678525,73,14555,1.35685170385314,50.5782539116117,685,685,208,208,,,,,,,,,,,4639768
q433073,4398221,Axel_Rudi_Pell,Axel Rudi Pell,MUSICIAN,25.121795010127,M,,TRUE,23,21.2315123572506,Bochum,51.48194444,7.21583333,179042,Germany,,1960-06-27,1960,,,,,,,,,Germany,,,TRUE,7.75381109999253,59,67611,1.77480849086797,52.0100908349934,581,581,83,83,2084,2084,4,4,,,,,,,4398221
q389242,208400,Neal_Schon,Neal Schon,MUSICIAN,38.002475577064,M,nealschonmusic,TRUE,16,17.7823625467243,Tinker Air Force Base,35.41472222,-97.38666667,1032370,United States,,1954-02-27,1954,,,,,,,,,,,,FALSE,2.3796049511735,65,36178,3.09279204244446,40.5324200225628,1524,1524,326,326,7335,7335,1,1,,,,,,,208400
q160154,379687,Evgeny_Kissin,Evgeny Kissin,MUSICIAN,2.71117743001681,M,,TRUE,30,19.9450892728353,Moscow,55.75,37.61666667,19004,Russia,,1971-10-10,1971,,,,,,,,,Soviet Union,,,FALSE,7.43781241576505,48,71658,2.32239823255881,47.7292849844127,900,900,83,83,1117,1117,206,206,,,,,,,379687
q215905,168478,Itzhak_Perlman,Itzhak Perlman,MUSICIAN,0,M,,TRUE,42,24.1286210818931,Tel Aviv,32.06666667,34.78333333,31453,Israel,,1945-08-31,1945,,,,,,,,,Palestine - United Kingdom,,,FALSE,6.66132493560309,74,121951,3.3382818193196,61.6507449311959,153,153,39,39,94,94,6,6,,,,,,,168478
q342723,176742,Gene_Autry,Gene Autry,MUSICIAN,1.18769869430267,M,,FALSE,31,20.4974000674101,"Tioga, Texas",33.46805556,-96.9175,53838,United States,,,1907,Los Angeles,34.05,-118.25,18110,United States,,1998-10-02,1998,,,,FALSE,2.25023288839177,112,25122,4.60811311887788,49.567199205168,752,752,143,143,3649,3649,1,1,121,121,2687,2687,260,260,176742
q156280,70095,Leopold_Mozart,Leopold Mozart,MUSICIAN,0,M,,FALSE,60,28.0234735134968,Augsburg,48.36666667,10.9,37787,Germany,,1719-11-14,1719,Salzburg,47.8,13.03333333,40335,Austria,,1787-05-28,1787,Bavaria,Holy Roman Empire,,FALSE,13.3249748776772,300,104726,2.7676755607625,74.6115719548618,12,12,1,1,95,95,2,2,2,2,31,31,2,2,70095
q62081859,1692690,Ray_Evans,Ray Evans,MUSICIAN,5.45999881385892,M,,FALSE,17,19.6759071797345,,,,,,,1915-02-04,1915,Los Angeles,34.05,-118.25,18110,United States,,2007-02-15,2007,,,,FALSE,4.10571525029493,104,5923,2.34455977904426,46.833532806939,988,988,144,144,,,,,195,195,3369,3369,338,338,1692690
q348177,2893,Alex_Lifeson,Alex Lifeson,MUSICIAN,8.16260200721872,M,,TRUE,26,18.7613661928307,"Fernie, British Columbia",49.50416667,-115.06277778,236797,Canada,,1953-08-27,1953,,,,,,,,,,,,TRUE,2.63144101871128,66,33163,3.9403803039293,43.7902320027458,1255,1255,245,245,326,326,1,1,,,,,,,2893
q1101296,6094299,John_Holt_(singer),John Holt,MUSICIAN,2.04444697034465,M,,FALSE,16,16.7205011640721,"Kingston, Jamaica",17.97138889,-76.79305556,37408,Jamaica,,1947-07-11,1947,London,51.50722222,-0.1275,17867,United Kingdom,,2014-10-19,2014,Jamaica - United Kingdom,,,FALSE,2.32020099713138,72,4994,3.03114031167096,36.9988839142387,1767,1767,507,507,52,52,20,20,357,357,2414,2414,685,685,6094299
q160223,171934,Claudio_Arrau,Claudio Arrau,MUSICIAN,3.25219485496621,M,,FALSE,30,24.0081944844694,Chillán,-36.6,-72.11666667,308662,Chile,,,1903,Mürzzuschlag,47.6075,15.67305556,1048623,Austria,,1991-06-09,1991,,,,FALSE,7.20719641987602,116,42370,2.28769938969717,61.2500036128363,159,159,47,47,10,10,2,2,35,35,176,176,1,1,171934
q387896,3712529,Trevor_Bolder,Trevor Bolder,MUSICIAN,15.931803250393,M,,FALSE,17,18.5811136454031,Kingston upon Hull,53.74433333,-0.3325,56474,United Kingdom,,1950-06-09,1950,London,51.5072222222,-0.1275,17867,United Kingdom,,2013-05-21,2013,,,,FALSE,3.94083459375367,69,12884,2.64085264064754,43.1904089982009,1309,1309,312,312,3277,3277,11,11,288,288,2169,2169,625,625,3712529
q319283,463277,Charlie_Haden,Charlie Haden,MUSICIAN,13.3199980105867,M,charliehaden,FALSE,27,21.7575665445311,"Shenandoah, Iowa",40.76222222,-95.37083333,150401,United States,,1937-08-06,1937,Los Angeles,34.05,-118.25,18110,United States,,2014-07-11,2014,,,,FALSE,3.8043954930138,82,35352,3.18453935959381,53.7606314385586,471,471,121,121,2364,2364,1,1,109,109,1839,1839,175,175,463277
q279368,1436070,Mauro_Picotto,Mauro Picotto,MUSICIAN,23.70808934308,M,mauropicottodj,TRUE,15,17.759070398286,"Cavour, Piedmont",44.78333333,7.38333333,,Italy,,1966-12-25,1966,,,,,,,,,,,,TRUE,6.22702610163292,53,15074,1.52884821421386,40.4549111792319,1533,1533,253,253,2774,2774,1,1,,,,,,,1436070
q435059,466161,Joey_DeMaio,Joey DeMaio,MUSICIAN,41.187783686458,M,,TRUE,21,22.2145298972079,"Auburn, New York",42.93333333,-76.56666667,126182,United States,,1954-03-06,1954,,,,,,,,,,,,TRUE,8.63590959301138,65,68860,1.58786081278592,55.2812597740873,378,378,63,63,1975,1975,2,2,,,,,,,466161
q709635,1370579,Robin_Trower,Robin Trower,MUSICIAN,9.63513225693384,M,robintrower,TRUE,15,17.9605193641705,Catford,51.4452,-0.0207,93916,United Kingdom,,1945-03-09,1945,,,,,,,,,,,,FALSE,1.96483319881493,74,22111,3.20577199460228,41.1252691059506,1479,1479,364,364,3589,3589,1,1,,,,,,,1370579
q533781,1710418,Diplo,Diplo,MUSICIAN,3.35972228355699,M,diplo,TRUE,33,18.2322623961223,"Tupelo, Mississippi",34,15,122352,United States,,1978-11-10,1978,,,,,,,,,United States,,,FALSE,3.37183956432934,41,245036,4.07392157325599,42.0295432713685,1414,1414,123,123,6760,6760,2,2,,,,,,,1710418
q734062,11474283,Skream,Skream,MUSICIAN,12.6781552261947,M,I_Skream,TRUE,16,11.4551456983812,West Wickham,51.3765,-0.0193,1191756,United Kingdom,,1986-06-01,1986,,,,,,,,,,,,FALSE,2.36825667701478,33,5534,2.94527790135349,19.4774597762682,2240,2240,972,972,5068,5068,1,1,,,,,,,11474283
q599257,1247516,Dominic_Miller,Dominic Miller,MUSICIAN,13.6228607506532,M,,TRUE,17,19.085980653249,,,,,,,1960-03-21,1960,,,,,,,,,,,,FALSE,5.2566953547016,59,30138,1.69776861934269,44.8704454241128,1167,1167,176,176,,,,,,,,,,,1247516
q449658,2741945,John_5_(guitarist),John 5,MUSICIAN,25.5364460021581,M,john5guitarist,TRUE,17,15.9097846403245,"Grosse Pointe, Michigan",42.38333333,-82.91666667,119257,United States,,1971-07-31,1971,,,,,,,,,United States,,,FALSE,2.5401991441951,48,45822,3.14598760477138,34.3010778191323,1927,1927,434,434,9351,9351,3,3,,,,,,,2741945
q370323,2071588,Jan_Axel_Blomberg,Jan Axel Blomberg,MUSICIAN,2.49752331577578,M,,TRUE,20,18.6323164824189,Trysil,61.31,12.315,178026,Norway,,1969-08-02,1969,,,,,,,,,,,,FALSE,5.27639103561865,50,67682,2.41122857632264,43.3607957138302,1296,1296,214,214,267,267,1,1,,,,,,,2071588
q724308,3204102,Lee_Kerslake,Lee Kerslake,MUSICIAN,26.1771659872373,M,,TRUE,15,18.9945832420829,"Winton, Dorset",50.741,-1.877,11855575,United Kingdom,,,,,,,,,,,,,,,TRUE,3.82775242829776,72,15768,2.35554731236262,44.5663039816997,1192,1192,,,3036,3036,1,1,,,,,,,3204102
q312691,529161,Steve_Howe_(musician),Steve Howe,MUSICIAN,20.8491901406632,M,,TRUE,27,21.1761593064045,"Holloway, London",51.557,-0.1173,94105,United Kingdom,,,1947,,,,,,,,,,,,TRUE,4.05210409909267,72,54288,3.32346517837224,51.8258935310268,598,598,171,171,1798,1798,4,4,,,,,,,529161
q541659,575500,Paul_Chambers,Paul Chambers,MUSICIAN,23.3289997512947,M,,FALSE,21,20.470536522031,Pittsburgh,40.43972222,-79.97638889,25101,United States,,1935-04-22,1935,New York City,40.661,-73.944,645042,United States,,1969-01-04,1969,United States,United States,,FALSE,3.75176410815547,84,14452,2.82273838838168,49.4778058915534,757,757,182,182,3678,3678,27,27,107,107,2704,2704,344,344,575500
q533284,454347,Gustavo_Cerati,Gustavo Cerati,MUSICIAN,1.60998754598501,M,cerati,FALSE,28,19.7868872853087,Buenos Aires,-34.60333333,-58.38166667,255919,Argentina,,1959-08-11,1959,Buenos Aires,-34.60333333,-58.38166667,255919,Argentina,,2014-09-04,2014,,,,FALSE,1.70825917414959,60,476649,4.3773885849929,47.2028392124253,952,952,140,140,259,259,97,97,214,214,138,138,98,98,454347
q315811,557164,Steve_Hackett,Steve Hackett,MUSICIAN,1.33521064873312,M,,TRUE,28,22.2925476218383,Pimlico,51.4887,-0.1395,149606,United Kingdom,,1950-02-12,1950,,,,,,,,,United Kingdom,,,TRUE,5.82400462666806,69,92498,2.74571671478281,55.5408778858055,363,363,66,66,1244,1244,2,2,,,,,,,557164
q345348,1084283,Gem_Archer,Gem Archer,MUSICIAN,2.79483728046099,M,beady_eye,TRUE,22,17.3157748190518,"Durham, England",54.7761,-1.5733,68489,United Kingdom,,1966-12-07,1966,,,,,,,,,United Kingdom,,,FALSE,3.84438865805192,53,22708,2.94165417198605,38.9797648357683,1642,1642,295,295,3833,3833,3,3,,,,,,,1084283
q356792,752559,Frank_Klepacki,Frank Klepacki,MUSICIAN,9.89310540578477,M,frankklepacki,TRUE,21,13.7124624227581,Las Vegas,36.175,-115.13638889,47737,United States,,1974-05-25,1974,,,,,,,,,,,,FALSE,2.42551456597063,45,5051,2.84891412067167,26.9890900924472,2161,2161,596,596,11005,11005,19,19,,,,,,,752559
q366807,2261023,Phil_Campbell_(musician),Phil Campbell,MUSICIAN,32.299497737009,M,MotorheadPhil,TRUE,22,19.608477234828,Pontypridd,51.602,-3.342,36741,United Kingdom,,1961-05-07,1961,,,,,,,,,,,,FALSE,5.76942679467987,58,40409,2.37394100959978,46.6091474502417,1009,1009,134,134,2680,2680,2,2,,,,,,,2261023
q455818,165857,Duane_Eddy,Duane Eddy,MUSICIAN,1.19922082741798,M,,TRUE,23,19.4649368726582,"Corning (city), New York",42.14805556,-77.05694444,6325,United States,,1938-04-26,1938,,,,,,,,,,,,FALSE,2.27593167695088,81,16158,3.70960765063212,46.1314908926013,1050,1050,285,285,5029,5029,2,2,,,,,,,165857
q369898,1127973,Billy_Gibbons,Billy Gibbons,MUSICIAN,1.04118841620579,M,,TRUE,24,22.454997456484,Houston,29.76277778,-95.38305556,13774,United States,,1949-12-16,1949,,,,,,,,,United States,,,TRUE,4.50666077057044,70,220574,2.80345666343514,56.0814591385845,345,345,86,86,1799,1799,10,10,,,,,,,1127973
q464277,166915,Jim_Croce,Jim Croce,MUSICIAN,1.07788647642199,M,,FALSE,25,19.931405479611,South Philadelphia,39.9231,-75.1753,1820352,United States,,1943-01-10,1943,"Natchitoches, Louisiana",31.69305556,-93.095,115675,United States,,1973-09-20,1973,,,,FALSE,1.86262403338913,76,63856,4.21507878333018,47.6837496836221,904,904,275,275,4345,4345,1,1,143,143,3157,3157,1,1,166915
q2320887,1726430,Jason_Wade,Jason Wade,MUSICIAN,1.97521354585673,M,,TRUE,16,11.357500073538,"Camarillo, California",34.23333333,-119.03333333,108327,United States,,1980-07-05,1980,,,,,,,,,,,,TRUE,1.74925282417376,39,4163,3.18275510164731,19.1525262709727,2241,2241,868,868,11911,11911,5,5,,,,,,,1726430
q376651,159365,Mortiis,Mortiis,MUSICIAN,4.42987469043074,M,mortiis,TRUE,17,15.8239632965855,Notodden,59.62944444,9.19138889,178298,Norway,,1975-07-25,1975,,,,,,,,,,,,TRUE,4.55472314204528,44,17528,2.40142804135081,34.0154917511944,1937,1937,330,330,380,380,2,2,,,,,,,159365
q4038837,38190265,Flume_(musician),Flume,MUSICIAN,11.8441441754966,M,flumemusic,TRUE,20,12.400194858842,Sydney,-33.865,151.20944444,27862,Australia,,1991-11-05,1991,,,,,,,,,,,,FALSE,1.82730735563039,28,39454,3.60933971238022,22.6222820545671,2215,2215,506,506,500,500,93,93,,,,,,,38190265
q556024,275686,Sasha_(DJ),Sasha,MUSICIAN,2.29296819150126,M,sashaofficial,TRUE,15,14.1902021626733,,,,,,,1969-09-04,1969,,,,,,,,,,,,FALSE,1.98196747724363,50,12576,3.02089124628934,28.5788556201805,2123,2123,623,623,,,,,,,,,,,275686
q961893,3010,Alan_Jay_Lerner,Alan Jay Lerner,MUSICIAN,1.00929502181986,M,,FALSE,19,18.0570565752455,New York City,40.661,-73.944,645042,United States,,1918-08-31,1918,New York City,40.661,-73.944,645042,United States,,1986-06-14,1986,United States,United States,,FALSE,2.08705853086719,101,5597,3.53397920520394,41.446514163642,1455,1455,193,193,6967,6967,618,618,182,182,4461,4461,552,552,3010
q137042,166538,Nat_King_Cole,Nat King Cole,MUSICIAN,0,M,,FALSE,62,25.1769561941286,"Montgomery, Alabama",32.36166667,-86.27916667,57690,United States,,1919-03-17,1919,"Santa Monica, California",34.02194444,-118.48138889,28208,United States,,1965-02-15,1965,United States,,,FALSE,4.09818772522399,100,255665,5.32255610649983,65.1392699244074,89,89,12,12,509,509,1,1,13,13,456,456,5,5,166538
q1139388,3000783,James_LoMenzo,James LoMenzo,MUSICIAN,24.2332571482148,M,,TRUE,19,17.1854825665258,Brooklyn,40.69277778,-73.99027778,645042,United States,,1959-01-13,1959,,,,,,,,,,,,FALSE,3.94851981750392,60,8724,2.65741906328509,38.5461937628799,1685,1685,336,336,8084,8084,257,257,,,,,,,3000783
q324522,634600,Billy_Higgins,Billy Higgins,MUSICIAN,13.1472183470458,M,,FALSE,15,17.5760160010806,Los Angeles,34.05,-118.25,18110,United States,,1936-10-11,1936,"Inglewood, California",33.9575,-118.34611111,107640,United States,,2001-05-03,2001,United States,,,FALSE,2.5832534405371,83,3298,2.79204660156913,39.8457645119926,1574,1574,329,329,7591,7591,269,269,205,205,4685,4685,5,5,634600
q20685460,47157684,Calum_Scott,Calum Scott,MUSICIAN,3.41157560822606,M,calumscottmusic,TRUE,17,14.9423645120995,Kingston upon Hull,53.74433333,-0.3325,56474,United Kingdom,,1988-10-12,1988,,,,,,,,,,,,FALSE,2.54901030191252,31,168426,2.66931644960378,31.0818120930688,2049,2049,333,333,4434,4434,12,12,,,,,,,47157684
q1647719,654354,Caroline_Corr,Caroline Corr,MUSICIAN,6.21163835338846,F,,TRUE,24,16.2859858368805,Dundalk,54.009,-6.4049,208073,Ireland,,1973-03-17,1973,,,,,,,,,Ireland,,,TRUE,3.56563441953779,46,24091,3.36753290045315,35.5529554500009,1857,1857,365,365,281,281,4,4,,,,,,,654354
q19362932,45527554,Molly_Sterling,Molly Sterling,MUSICIAN,1.24238794337242,F,SterlingMolly,TRUE,23,10.660682697244,Puckane,52.93032,-8.23828,1615815,Ireland,,1998-03-08,1998,,,,,,,,,,,,FALSE,5.00143739125958,21,1598,2.79385753824064,16.8337402219943,2250,2250,111,111,358,358,1,1,,,,,,,45527554
q313813,2693965,Jim_Root,Jim Root,MUSICIAN,23.4915132624587,M,,TRUE,27,19.2674848906761,Las Vegas,36.175,-115.13638889,47737,United States,,1971-10-02,1971,,,,,,,,,,,,TRUE,5.11385403529643,48,122550,2.99472123132793,45.4744336538765,1101,1101,122,122,5327,5327,4,4,,,,,,,2693965
q312264,63283,Captain_Beefheart,Captain Beefheart,MUSICIAN,1.27543263547528,M,,FALSE,34,21.5764968447531,"Glendale, California",34.14611111,-118.255,81602,United States,,1941-01-15,1941,"Arcata, California",40.86638889,-124.08277778,107469,United States,,2010-12-17,2010,United States,,,FALSE,2.9910273396988,78,53971,4.29031989897549,53.1580892115394,508,508,154,154,2528,2528,3,3,93,93,1964,1964,1,1,63283
q434367,2425256,Denny_Laine,Denny Laine,MUSICIAN,1.22075303673924,M,,TRUE,20,18.9575540620417,Tyseley,52.45,-1.83333333,343318,United Kingdom,,1944-10-29,1944,,,,,,,,,,,,FALSE,2.29733438034548,75,23532,3.5006031345124,44.4430826772291,1205,1205,355,355,3067,3067,1,1,,,,,,,2425256
q1201026,3600821,Rolf_Løvland,Rolf Løvland,MUSICIAN,1.30826995580081,,,TRUE,16,19.1311575769323,Kristiansand,58.14722222,7.99722222,178143,Norway,,1955-04-19,1955,,,,,,,,,,,,FALSE,6.19190598847786,64,12964,1.69967547991913,45.0207798215265,1153,1153,212,212,246,246,5,5,,,,,,,3600821
q1290549,2706130,Jadranka_Stojaković,Jadranka Stojaković,MUSICIAN,2.56725725761042,F,,FALSE,16,19.040877744942,Sarajevo,43.86666667,18.41666667,26786,Bosnia and Herzegovina,,1950-07-24,1950,Banja Luka,44.76666667,17.18333333,385109,,,2016-05-03,2016,Yugoslavia,,,FALSE,5.15069747796569,69,7258,1.42146181878272,44.7203573262716,1179,1179,272,272,78,78,26,26,288,288,,,2,2,2706130
